,tweet,processed,topic
2907,rt bardella glacant temoignage de l ex prefete de region qui raconte qu ont retenti a st etienne du rouvray des klaxons de rejouissan,rt bardella glacant temoignage ex prefete region raconte retenti a st etienne rouvray klaxon rejouissan,economy
2908,rt parly grace au pont aerien mis en place par nos armees entre kaboul et abou dabi un nouveau vol a400m a permis d evacuer 13,rt parly grace pont aerien mi place armees entre kaboul abou dabi nouveau vol a400m a permis evacuer 13,health
2909,en irak en syrie nous avons maintenu l effort pour combattre un ennemi qui conserve une indeniable volonte de nuisance notre engagement militaire avec le groupe aeronaval qui se prepare a y concourir a nouveau dans les prochains mois demeure une necessite,irak syrie maintenu effort combattre ennemi conserve indeniable volonte nuisance engagement militaire groupe aeronaval prepare a concourir a nouveau prochains mois demeure necessite,environment' 'health
2910,rt off les soignants avec marine marinepresidente dimanchejevotemarine,rt off soignants marine marinepresidente dimanchejevotemarine,health
2911,quelle joie de retrouver les hautes pyrenees ses visages ses paysages son terroir et le tour de france a jamais attache au mythique tourmalet,quelle joie retrouver hautes pyrenees visage paysages terroir tour france a jamais attache mythique tourmalet,education
2912,je veux mettre en place un reequilibrage territorial une demetropolisation il faut que l etat redevienne amenageur du territoire avec des investissements dans les infrastructures et des incitations pour l installation des entreprises,veux mettre place reequilibrage territorial demetropolisation faut etat redevienne amenageur territoire investissements infrastructure incitation installation entreprises,economy
2913,parce que pouvoir profiter de sa retraite en bonne sante est un choix de societe je permettrai le depart a la retraite a 60 ans avec 40 annuites pour ceux qui ont commence a travailler entre 17 et 20 ans marinepresidente,parce pouvoir profiter retraite bonne sante choix societe permettrai depart a retraite a 60 an 40 annuites ceux commence a travailler entre 17 20 an marinepresidente,health
2914,au lendemain d une victoire eclatante des lions de la teranga en parlant de notre relation avec l afrique je ne peux pas ne pas mentionner le sport il contribue au rayonnement du continent et devient l un de ses moteurs economiques la france sera encore au rendez vous,lendemain victoire eclatante lion teranga parlant relation afrique peux mentionner sport contribue rayonnement continent devient moteurs economiques france encore rendez,economy
2915,au peuple ukrainien au president zelensky ce soir je redis notre soutien notre attachement a la souverainete et a l integrite territoriale de l ukraine en matiere economique et financiere en matiere d equipements defensifs la france continuera d apporter son soutien,peuple ukrainien president zelensky soir redis soutien attachement a souverainete a integrite territoriale ukraine matiere economique financiere matiere equipements defensifs france continuera apporter soutien,economy
2916,sur le front de la lutte antiterroriste contre la delinquance contre la drogue nous progressons de maniere significative les chiffres parlent d eux memes,front lutte antiterroriste contre delinquance contre drogue progressons maniere significative chiffres parlent meme,economy
2917,nous mettons tout en oeuvre pour soutenir les familles des victimes et repondre a l attaque qui a coute la vie a six de nos compatriotes et a deux nigeriens membres de l ong acted ces six jeunes temoignaient d un engagement remarquable pour les populations,mettons tout oeuvre soutenir familles victimes repondre a attaque a coute vie a six compatriotes a deux nigerien membres ong acted six jeunes temoignaient engagement remarquable population,environment
2918,les guadeloupeens font face a de nombreuses difficultes sociales l insecurite explose et les problemes d acces a l eau et de pollution au chlordecone n ont jamais ete pris au serieux par le gouvernement moi je serai la pour vous,guadeloupeens font face a nombreuses difficultes sociales insecurite explose problemes acces a eau pollution chlordecone jamais ete pris serieux gouvernement,environment
2919,nous avons vu des quartiers entiers et meme des villes echapper a toute autorite republicaine entrer en secession sous le joug des mafias de l obscurantisme nous avons vu que s y applique parfois une autre loi que celle des francais dimanchejevotemarine,vu quartiers entiers meme villes echapper a toute autorite republicaine entrer secession sou joug mafia obscurantisme vu applique parfois autre loi celle francais dimanchejevotemarine,
2920,rt officiel je serai ce dimanche a midi l invitee de bfmpolitique sur,rt officiel dimanche a midi invitee bfmpolitique,environment
2921,rt notre strategie face au covid 19 repose sur 4 piliers les gestes barrieres notre strategie tester alerter pr,rt strategie face covid 19 repose 4 piliers gestes barrieres strategie tester alerter pr,health
2922,merci a la confederation des petites et moyennes entreprises pour cette invitation et cet echange debatcpme2022 marinepresidente,merci a confederation petite moyennes entreprises cette invitation cet echange debatcpme2022 marinepresidente,economy
2923,certains pays comme l espagne l irlande les pays bas ont pris plus tot des mesures plus dures que les notres pourtant nous en sommes tous au meme point debordes par une deuxieme vague qui nous le savons desormais sera plus dure plus meurtriere que la premiere,certains pay comme espagne irlande pay ba pris plus tot mesures plus dures notres pourtant tous meme point debordes deuxieme vague savons desormais plus dure plus meurtriere premiere,health
2924,je suis contre les eoliennes en mer car elles ont des consequences sur la faune la flore les fonds marins l activite des pecheurs et qu elles coutent une fortune pour une rentabilite quasi nulle nous devons investir dans le nucleaire et l hydrogene lafrancedanslesyeux,contre eoliennes mer car elles consequence faune flore fonds marins activite pecheurs elles coutent fortune rentabilite quasi nulle devon investir nucleaire hydrogene lafrancedanslesyeux,economy
2925,il n y a pas de stabilite possible au sahel sans solutions durables pour les populations c est pourquoi l aide au developpement est essentielle avec des actions pour l economie l education ou encore la sante les resultats sont la c est du concret,a stabilite possible sahel sans solution durables population pourquoi aide developpement essentielle action economie education encore sante resultats concret,economy
2926,avec thalassa qu il crea et presenta pendant pres de 40 ans georges pernoud a transmis aux francais son amour de la mer et des paysages a notre generation aujourd hui de proteger cette nature qu il nous a appris a connaitre pensees pour ses proches et pour ses collegues,thalassa crea presenta pendant pres 40 an george pernoud a transmis francais amour mer paysages a generation aujourd hui proteger cette nature a appris a connaitre pensees proches collegues,environment
2927,reforme de l octroi de mer developpement de l economie bleue investissements dans la sante retrouvez toutes les mesures que je propose pour nos territoires d outre mer unjourunlivret,reforme octroi mer developpement economie bleue investissements sante retrouvez toutes mesures propose territoires outre mer unjourunlivret,economy
2928,france2030 objectif 10 investir le champ des fonds marins,france2030 objectif 10 investir champ fonds marins,economy
2929,celui qu on nous avait presente comme un surdoue de la finance est en realite un cancre son bilan plus de 600 milliards d euros de dette supplementaire et un deficit de notre commerce exterieur record marinepresidente,celui presente comme surdoue finance realite cancre bilan plus 600 milliard euro dette supplementaire deficit commerce exterieur record marinepresidente,economy
2930,apres le temps de l urgence humanitaire viendra celui de la reconstruction economique et sociale,apres temp urgence humanitaire viendra celui reconstruction economique sociale,education
2931,l ecole permet de lutter contre les inegalites sociales et de destin c est pourquoi nos enfants doivent pouvoir continuer a s y rendre et a apprendre avec un protocole strict bonne rentree a tous et continuons a appliquer les gestes barrieres souvenons nous de la chanson,ecole permet lutter contre inegalites sociales destin pourquoi enfants doivent pouvoir continuer a rendre a apprendre protocole strict bonne rentree a tous continuons a appliquer gestes barrieres souvenons chanson,environment
2932,le louvre abu dhabi porte nos valeurs d universalisme il est le plus grand projet de cooperation culturelle de la france a l etranger et son succes est eclatant en le prolongeant de dix ans nous lui donnons un nouveau souffle,louvre abu dhabi porte valeurs universalisme plus grand projet cooperation culturelle france a etranger succes eclatant prolongeant dix an donnons nouveau souffle,economy
2933,en 2014 ce sont les agriculteurs francais qui ont souffert des sanctions contre la russie ma seule boussole est la defense des francais marinepresidente faceabfm,2014 agriculteurs francais souffert sanction contre russie seule boussole defense francais marinepresidente faceabfm,economy
2934,rt en direct conclusion de la conference nationale humanitaire,rt direct conclusion conference nationale humanitaire,education
2935,la france regarde toute son histoire avec lucidite et reconnait les responsabilites clairement etablies les crimes commis la nuit du 17 octobre 1961 sous l autorite de maurice papon sont inexcusables pour la republique aux victimes nous rendons aujourd hui hommage,france regarde toute histoire lucidite reconnait responsabilites clairement etablies crime commis nuit 17 octobre 1961 sou autorite maurice papon inexcusables republique victimes rendons aujourd hui hommage,
2936,rt off alors que le meeting de vienne devait commencer a 18h30 nous devons retarder le debut suite a une forte affluence l,rt off alors meeting vienne devait commencer a 18h30 devon retarder debut suite a forte affluence,health
2937,on est au coeur du droit d asile les refugies de guerre ukrainiens sont des voisins des europeens et il faut les mettre a l abri le temps de cette guerre faceabfm marinepresidente,coeur droit asile refugies guerre ukrainiens voisins europeens faut mettre a abri temp cette guerre faceabfm marinepresidente,economy
2938,valery giscard d estaing a transforme la france,valery giscard estaing a transforme france,economy
2939,toujours un immense plaisir d etre au plus pres de vous il reste 3 semaines avant de voter je compte sur vous,toujours immense plaisir etre plus pres reste 3 semaines avant voter compte,education
2940,avec l islamisme ce sont nos valeurs les plus essentielles qui sont emportees la laicite la mixite l egalite homme femmes la liberte d expression la liberte de croire ou de ne pas croire la liberte d enseigner ou d informer marinepresidente,islamisme valeurs plus essentielles emportees laicite mixite egalite homme femmes liberte expression liberte croire croire liberte enseigner informer marinepresidente,health
2941,je serai aujourd hui a 18h30 l invitee du livepresidentiel diffuse sur les profils tiktok et instagram et la page facebook de et,aujourd hui a 18h30 invitee livepresidentiel diffuse profils tiktok instagram page facebook,economy
2942,60 de la surface des oceans ne depend d aucune juridiction laissant certains etats detruire la biodiversite dans les prochains mois la france reunira scientifiques acteurs economiques et regionaux et nations unies pour un one ocean summit l objectif proteger nos oceans,60 surface ocean depend aucune juridiction laissant certains etats detruire biodiversite prochains mois france reunira scientifiques acteurs economiques regionaux nation unies one ocean summit objectif proteger ocean,
2943,chaine de l animation et de l education france 4 a pris une place a part dans les foyers notamment depuis la pandemie je souhaite qu elle poursuive sa mission autour de deux axes jeunesse en journee culture en soiree pour prolonger le succes de l experience culturebox,chaine animation education france 4 a pris place a part foyer notamment depuis pandemie souhaite poursuive mission autour deux ax jeunesse journee culture soiree prolonger succes experience culturebox,education
2944,les trafiquants de drogue amenent avec eux l insecurite et irriguent souvent certains reseaux separatistes nous ne devons leur laisser aucun repit nous avons mis un coup d accelerateur dans ce combat partout en france,trafiquants drogue amenent insecurite irriguent souvent certains reseau separatistes devon laisser aucun repit mi coup accelerateur combat partout france,education
2945,retrouver une vie normale cela ne doit pas signifier retrouver la vie d avant car elle nous a conduit aux crises que nous traversons la pandemie les inegalites de destin les consequences de nos actions sur le climat et la biodiversite c est a nous d ecrire le jour d apres,retrouver vie normale cela doit signifier retrouver vie avant car a conduit crisis traversons pandemie inegalites destin consequence action climat biodiversite a ecrire jour apres,environment
2946,chacun a deja ete expose a de fausses informations nombre d entre nous en avons deja partage sans le realiser ces fake news sont un danger pour nos societes et nos democraties nous ne pouvions pas rester sans rien faire en actes,chacun a deja ete expose a fausses information nombre entre deja partage sans realiser fake news danger societes democraties pouvions rester sans rien faire actes,health
2947,a tous les fonctionnaires de france je veux exprimer ma confiance et leur dire que le pays a besoin d eux dimanchejevotemarine marinepresidente,a tous fonctionnaires france veux exprimer confiance dire pay a besoin dimanchejevotemarine marinepresidente,health
2948,rt officiel merci a tous de votre soutien il reste une semaine de campagne je compte sur vous pour mobiliser autour de vous si le,rt officiel merci a tous soutien reste semaine campagne compte mobiliser autour si,
2949,62 des francais jugent mauvais le bilan securitaire d emmanuel macron 69 jugent que le gouvernement a echoue dans la lutte contre les agressions sexuelles marinepresidente,62 francais jugent mauvais bilan securitaire emmanuel macron 69 jugent gouvernement a echoue lutte contre agressions sexuelles marinepresidente,economy
2950,dimanche 24 avril le choix est clair je protegerai les interets du peuple face a une mondialisation sauvage et deregulee dont emmanuel macron est le symbole,dimanche 24 avril choix clair protegerai interets peuple face a mondialisation sauvage deregulee dont emmanuel macron symbole,economy
2951,la nation n oublie pas,nation oublie,health
2952,pres de 200 afghans qui ont travaille pour la france ou qui sont menaces viennent d etre evacues de kaboul ainsi que des francais et des ressortissants etrangers a nos armees policiers et equipes diplomatiques qui organisent ces operations sensibles merci on continue,pres 200 afghan travaille france menace viennent etre evacues kaboul ainsi francais ressortissants etrangers a armees policiers equipes diplomatiques organisent operation sensibles merci continue,health
2953,il faut que l etat et les collectivites locales donnent l exemple en embauchant des personnes en situation de handicap nous pourrions egalement accorder un credit d impot aux entreprises qui iraient au dela de l obligation des 6 handebat,faut etat collectivites locale donnent exemple embauchant personnes situation handicap pourrions egalement accorder credit impot entreprises iraient dela obligation 6 handebat,health
2954,le modele des verts allemands est un echec en matiere de pouvoir d achat comme en matiere environnementale aujourd hui les deux reacteurs nucleaires qu il reste en allemagne ont produit plus d electricite que les 30 000 eoliennes allemandes faceababa,modele verts allemands echec matiere pouvoir achat comme matiere environnementale aujourd hui deux reacteurs nucleaires reste allemagne produit plus electricite 30 000 eoliennes allemande faceababa,economy
2955,mettre fin au financement de projets d energies fossiles a l etranger d ici fin 2022 39 pays et institutions s y sont engages la france avait lance ce mouvement en avril avec l alliance export finance for the future c est une decision coherente vers la neutralite carbone,mettre fin financement projets energy fossiles a etranger ici fin 2022 39 pay institution engages france lance mouvement avril alliance export finance for the future decision coherente vers neutralite carbone,economy
2956,a chaque fois qu emmanuel macron dit ou fait quelque chose il y a une arriere pensee electoraliste il ne defend pas les interets de la france europe1,a chaque fois emmanuel macron dit fait quelque chose a arriere pensee electoraliste defend interets france europe1,economy
2957,priorite sante quoiqu il en coute,priorite sante quoiqu coute,health
2958,il y a un an a pau nous avons fixe un cap renforcer les capacites militaires saheliennes accroitre notre emprise contre le terrorisme consolider le retour des etats dans toutes les regions liberees et assurer une politique de developpement pour les populations,a an a pau fixe cap renforcer capacites militaires saheliennes accroitre emprise contre terrorisme consolider retour etats toutes region liberees assurer politique developpement population,environment
2959,une france qui fait le choix du climat de son independance energetique et se projette vers le futur ca se passe aujourd hui a belfort,france fait choix climat independance energetique projette vers futur ca passe aujourd hui a belfort,environment
2960,nous rehabiliterons la valeur travail dont le delaissement par les pouvoirs successifs a decourage tant d energies le travail doit etre reconnu et doit payer marinepresidente,rehabiliterons valeur travail dont delaissement pouvoirs successifs a decourage tant energy travail doit etre reconnu doit payer marinepresidente,
2961,les tensions et tentatives de destabilisation dans le voisinage oriental de l union europeenne ne doivent pas etre ignorees reaffirmer notre attachement a la souverainete des membres du partenariat oriental porter une dynamique ambitieuse et rassembleuse voila nos objectifs,tension tentatives destabilisation voisinage oriental union europeenne doivent etre ignorees reaffirmer attachement a souverainete membres partenariat oriental porter dynamique ambitieuse rassembleuse voila objectifs,economy
2962,cher bruno merci pour votre temoignage qui me touche et m oblige oui a livre notre pays aux vents hostiles de la mondialisation menacant nos emplois nos savoir faire et l avenir de nos enfants sanslui avec moi les francais seront proteges je m y engage,cher bruno merci temoignage touche oblige oui a livre pay vent hostile mondialisation menacant emplois savoir faire avenir enfants sanslui francais protege engage,education
2963,le projet que nous presentons aux francais revet les trois caracteres trois caracteres essentiels qui en font un projet a part un projet equilibre un projet eminemment francais notre projet est patriote notre projet national notre projet est populaire marinepresidente,projet presentons francais revet trois caracteres trois caracteres essentiels font projet a part projet equilibre projet eminemment francais projet patriote projet national projet populaire marinepresidente,economy
2964,le temps est aujourd hui venu de la relance,temp aujourd hui venu relance,economy
2965,mes chers compatriotes je m adresserai a vous ce soir a 20h,chers compatriotes adresserai a soir a 20h,environment
2966,a nos soignants mobilises pour soigner les 28 000 malades du covid a l hopital disponibles pour toutes les urgences et pour assurer une continuite de soins pour les patients atteints de maladies graves une fois encore merci,a soignants mobilises soigner 28 000 malades covid a hopital disponibles toutes urgences assurer continuite soins patient atteints malady graf fois encore merci,health
2967,absent le jour du vote faites une procuration,absent jour vote faites procuration,environment
2968,depuis le sommet de pau le 13 janvier 2020 nos operations communes ont permis de neutraliser une douzaine de cadres de haut rang d al qaida et de daech nous poursuivrons ces efforts,depuis sommet pau 13 janvier 2020 operation commune permis neutraliser douzaine cadre haut rang al qaida daech poursuivrons effort,
2969,soutenus par le plan france 2030 les cimentiers les siderurgistes passent de fours thermiques a des fours electriques par la conduite de grands projets des trains des avions et des bateaux a l hydrogene nous sommes en train de decarboner nos transports des resultats,soutenus plan france 2030 cimentiers siderurgistes passent four thermiques a four electriques conduite grand projets train bateaux a hydrogene train decarboner transport resultats,environment
2970,ma reforme des retraites est possible car elle fait confiance a la vitalite de la jeunesse et mise sur la creation de nouvelles richesses,reforme retraites possible car fait confiance a vitalite jeunesse mise creation nouvelles riches,education
2971,j instaurerai la proportionnelle integrale a l assemblee nationale et le referendum d initiative citoyenne pour rendre la parole au peuple le20h marinepresidente,instaurerai proportionnelle integrale a assemblee nationale referendum initiative citoyenne rendre parole peuple le20h marinepresidente,education
2972,a perpignan je tenais a rendre hommage a nos compatriotes disparus pendant la guerre d algerie honorer la memoire de ceux qui ont perdu la vie dans ce moment douloureux de notre histoire est un devoir,a perpignan tenais a rendre hommage a compatriotes disparus pendant guerre algerie honorer memoire ceux perdu vie moment douloureux histoire devoir,
2973,exoneration d impots sur le revenu pour les moins de 30 ans revalorisation de l activite des apprentis aide aux etudiants qui travaillent gratuite des trains aux heures creuses mon projet est tourne vers la jeunesse notre avenir c est eux marinepresidente,exoneration impots revenu moins 30 an revalorisation activite apprentis aide etudiants travaillent gratuite train heures creuses projet tourne vers jeunesse avenir marinepresidente,economy' 'education
2974,votre avis compte pour moi c est grace a vous et avec vous que j ai pu elaborer mon projet ensemble nous allons gagner dimanchejevotemarine marinepresidente,avis compte grace a pu elaborer projet ensemble allons gagner dimanchejevotemarine marinepresidente,economy
2975,l ecriture inclusive qui destructure la langue francaise n a pas sa place a l ecole a l universite et dans les administrations j interdirai une bonne fois pour toutes son usage par les representants de l etat,ecriture inclusive destructure langue francaise a place a ecole a universite administration interdirai bonne fois toutes usage representants etat,education
2976,dans cette election presidentielle les francais ont un choix historique a faire en m elisant en choisissant le projet de redressement le plus abouti ils peuvent retrouver la france qu ils aiment,cette election presidentielle francais choix historique a faire elisant choisissant projet redressement plus abouti peuvent retrouver france aiment,economy
2977,emmanuel macron se dit aujourd hui favorable a la proportionnelle integrale apres avoir trahi sa promesse de 2017 d instaurer une dose de proportionnelle elue presidente je ne vous trahirai pas j instaurerai la proportionnelle integrale et le referendum d initiative citoyenne,emmanuel macron dit aujourd hui favorable a proportionnelle integrale apres avoir trahi promesse 2017 instaurer dose proportionnelle elue presidente trahirai instaurerai proportionnelle integrale referendum initiative citoyenne,economy
2978,nous avons tous ancre dans nos coeurs le souvenir d un professeur qui a change le cours de notre existence cet instituteur qui nous a appris a lire a compter a nous faire confiance cet enseignant qui nous a ouvert un chemin samuel paty etait de ceux la,tous ancre coeurs souvenir professeur a change cours existence cet instituteur a appris a lira a compter a faire confiance cet enseignant a ouvert chemin samuel paty etait ceux,education
2979,ni la russie ni les europeens n ont interet au desordre et a l instabilite,ni russie ni europeens interet desordre a instabilite,economy
2980,loin des marchandages indignes je garantirai l integrite territoriale de la republique et l unite du pays corse,loin marchandages indignes garantirai integrite territoriale republique unite pay corse,economy
2981,derriere des chiffres souvent froids et impersonnels il y a des vies des deuils que l on peut eviter des familles qui peuvent se reconstruire l espoir pour beaucoup de patients la reconnaissance d une nation pour ses soignants et chercheurs,derriere chiffres souvent froids impersonnels a vies deuils peut eviter familles peuvent reconstruire espoir beaucoup patient reconnaissance nation soignants chercheurs,health
2982,la coree du sud et la france vont continuer a oeuvrer de concert pour que l indo pacifique reste un espace de stabilite et de prosperite nous allons aussi conjuguer nos efforts en matiere climatique et de preservation de la biodiversite ainsi que sur le numerique,coree sud france vont continuer a oeuvrer concert indo pacifique reste espace stabilite prosperite allons aussi conjuguer effort matiere climatique preservation biodiversite ainsi numerique,environment
2983,cette oligarchie ne represente ni la competence elle a effondre l ecole et l hopital public ni le serieux emmanuel macron laisse 600 milliards d euros de dette supplementaire a notre pays marinepresidente,cette oligarchie represente ni competence a effondre ecole hopital public ni serieux emmanuel macron laisse 600 milliard euro dette supplementaire a pay marinepresidente,economy
2984,a vote aux milliers de francaises et de francais qui permettent au scrutin de se tenir merci dans les bureaux de vote de nos villes et de nos villages vous etes le coeur battant de notre democratie,a vote milliers francaises francais permettent scrutin tenir merci bureau vote villes village etes coeur battant democratie,education
2985,nous n ajouterons pas aux sacrifices des derniers mois une dette ecologique dans les prochaines semaines les actions pour le climat la protection de la biodiversite seront encore amplifiees,ajouterons sacrifice derniers mois dette ecologique prochaines semaines action climat protection biodiversite encore amplifiees,environment
2986,la tva a 0 sur un panier de cent produits de premiere necessite alimentaires et d hygiene sera un avantage important pour les classes populaires et les classes moyennes et elle aura un effet deflationniste contrairement aux cheques que macron fait dimanchejevotemarine,tva a 0 panier cent produits premiere necessite alimentaires hygiene avantage important class populaires class moyennes effet deflationniste contrairement cheque macron fait dimanchejevotemarine,economy
2987,francais je vous aime en avant vers la victoire,francais aime avant vers victoire,education
2988,l europe de la defense n avait jamais autant avance depuis les annees 50,europe defense jamais autant avance depuis annees 50,economy
2989,pour tous les jeunes avec le plan 1 jeune 1 solution les entreprises se mobilisent plus de 2000 structures sont deja engagees pme eti et grands groupes entreprises rejoignez le mouvement,tous jeunes plan 1 jeune 1 solution entreprises mobilisent plus 2000 structure deja engagees pme eti grand groupes entreprises rejoignez mouvement,economy
2990,chacun de nous participe a la ferme france en consommant local en consommant francais ce choix fait toute la difference c est le bon encourageons le rendez vous sur,chacun participe a ferme france consommant local consommant francais choix fait toute difference bon encourageons rendez,economy
2991,la birmanie celebre aujourd hui le 74e anniversaire de son independance a son peuple meurtri par un coup d etat la france dit sa solidarite nous appelons a la liberation de tous les prisonniers politiques a la fin de la repression et au respect des aspirations democratiques,birmanie celebre aujourd hui 74e anniversaire independance a peuple meurtri coup etat france dit solidarite appelons a liberation tous prisonniers politiques a fin repression respect aspiration democratiques,economy
2992,alors que l accord de paris etait menace en juin 2017 nous avons lance le oneplanetsummit avec l engagement de coalitions d acteurs partout dans le monde des actes,alors accord paris etait menace juin 2017 lance oneplanetsummit engagement coalition acteurs partout monde actes,
2993,depuis le mois de septembre je dis qu il faut baisser la tva sur l energie de 20 a 5 5 parce que le fioul le carburant le gaz et l electricite sont des produits de premiere necessite dimanchejevotemarine,depuis mois septembre dis faut baisser tva energie 20 a 5 5 parce fioul carburant gaz electricite produits premiere necessite dimanchejevotemarine,economy
2994,il y a dans la vie politique comme dans la societe civile beaucoup de gens qui partagent les grandes options que je defends sur la souverainete nationale ou la reindustrialisation dimanchejevotemarine,a vie politique comme societe civile beaucoup gen partagent grandes option defends souverainete nationale reindustrialisation dimanchejevotemarine,
2995,l entreprise pharmaceutique seqens a villeneuve la garenne est un exemple de relocalisation par l innovation ce que font ses salaries est unique en france a terme ils seront capables de produire des molecules pour traiter de nombreuses maladies graves,entreprise pharmaceutique seqens a villeneuve garenne exemple relocalisation innovation font salary unique france a terme capables produire molecule traiter nombreuses malady graf,health
2996,pour les aidants il est souvent difficile de concilier vie personnelle et professionnelle de trouver un moment de repit de penser a soi chacun a un role a jouer pour les aider l etat s engage avec le conge proche aidant de 3 mois remuneres aidons les aidants,aidants souvent difficile concilier vie personnelle professionnelle trouver moment repit penser a soi chacun a role a jouer aider etat engage conge proche aidant 3 mois remuneres aidons aidants,
2997,ceux qui sont tente par une sterile abstention je leur dis si vous n allez pas a la politique c est la politique qui viendra a vous qui vous rattrapera avec macron qui vous maltraitera pour des annees encore marinepresidente,ceux tente sterile abstention dis si allez a politique politique viendra a rattrapera macron maltraitera annees encore marinepresidente,health
2998,j inciterai les etablissements scolaires a developper des formations a l environnement des le plus jeune age unjourunlivret,inciterai etablissements scolaires a developper formation a environnement plus jeune age unjourunlivret,environment
2999,j 4 avant le premier tour de la presidentielle2022 je baisserai de 20 a 5 5 la tva sur les produits energetiques fioul gaz electricite carburants dimanchejevotemarine,4 avant premier tour presidentielle2022 baisserai 20 a 5 5 tva produits energetiques fioul gaz electricite carburants dimanchejevotemarine,economy
3000,securite defense sante climat innovation numerique l europe doit etre en mesure d agir pour elle meme et par elle meme dans tous les domaines c est l ambition que nous portons avec l espagne,securite defense sante climat innovation numerique europe doit etre mesure agir meme meme tous domaines ambition portons espagne,environment
3001,parce qu elles contribuent a la francophonie a la construction d un avenir pour les enfants a l amitie entre nos peuples et nos pays nous doublons notre contribution en faveur des ecoles chretiennes du moyen orient,parce elles contribuent a francophonie a construction avenir enfants a amitie entre peuples pay doublons contribution faveur ecoles chretiennes moyen orient,health
3002,la ruralite c est la france il s y joue des enjeux fondamentaux pour tous les francais,ruralite france joue enjeux fondamentaux tous francais,economy
3003,le gel des tarifs du gaz decide par e macron ne concerne pas les residents de coproprietes et locataires hlm qui dependent du chauffage collectif en reduisant la tva sur les energies de 20 a 5 5 je baisserai la facture de gaz de tous les francais,gel tarifs gaz decide e macron concerne resident coproprietes locataires hlm dependent chauffage collectif reduisant tva energy 20 a 5 5 baisserai facture gaz tous francais,economy
3004,je veux que les classes moyennes puissent beneficier elles aussi d une augmentation de salaire je dis aux entreprises si vous augmentez de 10 l ensemble de vos salaries qui gagnent jusqu a 3 fois le smic alors je gelerai les charges patronales subsequentes elysee2022,veux class moyennes puissent beneficier elles aussi augmentation salaire dis entreprises si augmentez 10 ensemble salary gagnent jusqu a 3 fois smic alors gelerai charge patronales subsequentes elysee2022,health
3005,a la veille du forum de paris pour la paix je veux appeler nos partenaires etats organisations entreprises a s engager avec nous pour proteger davantage nos enfants et nos adolescents des contenus numeriques dangereux prenons ensemble des engagements concrets pour 2022,a veille forum paris paix veux appeler partenaires etats organisation entreprises a engager proteger davantage enfants adolescent contenus numeriques dangereux prenons ensemble engagement concrets 2022,education
3006,sept decennies durant michel bouquet a porte le theatre et le cinema au plus haut degre d incandescence et de verite montrant l homme dans toutes ses contradictions avec une intensite qui brulait les planches et crevait l ecran un monstre sacre nous a quittes,sept decennies durant michel bouquet a porte theatre cinema plus haut degre incandescence verite montrant homme toutes contradiction intensite brulait planches crevait ecran monstre sacre a quittes,education
3007,francais d histoire ou francais de rencontre francais de memoire et francais de coeur nous avons en nous cette flamme de la patrie qui brule ce lien si particulier qui fait de tous nos compatriotes d ou qu ils viennent des freres marinepresidente,francais histoire francais rencontre francais memoire francais coeur cette flamme patrie brule lien si particulier fait tous compatriotes viennent freres marinepresidente,environment
3008,pour que chaque femme confrontee a un conjoint violent ne soit jamais seule,chaque femme confrontee a conjoint violent jamais seule,environment
3009,retrouvez l integralite de mon projet sur les retraites lafrancefacealaguerre facealaguerretf1 marinepresidente,retrouvez integralite projet retraites lafrancefacealaguerre facealaguerretf1 marinepresidente,economy
3010,j interdirai la possibilite meme de regulariser les clandestins quand on viole nos lois en entrant sur notre territoire et en s y maintenant illegalement on a vocation a etre renvoye dans son pays unjourunlivret,interdirai possibilite meme regulariser clandestins quand viole lois entrant territoire maintenant illegalement a vocation a etre renvoye pay unjourunlivret,health
3011,je regle le probleme de l immigration avec un projet cle en main qui contient la suppression du droit du sol l arret du regroupement familial l arret de l acquisition automatique de la nationalite l expulsion des delinquants et criminels etrangers questionspol,regle probleme immigration projet cle main contient suppression droit sol arret regroupement familial arret acquisition automatique nationalite expulsion delinquants criminels etrangers questionspol,
3012,je salue la decision courageuse des emirats arabes unis et souhaite qu elle contribue a l etablissement d une paix juste et durable entre israeliens et palestiniens je l ai dit au president trump au premier ministre netanyahou et au prince heritier mohamed bin zayed,salue decision courageuse emirats arabes unis souhaite contribue a etablissement paix juste durable entre israeliens palestiniens dit president trump premier ministre netanyahou prince heritier mohamed bin zayed,economy
3013,avec thomas pesquet depuis la station spatiale internationale,thomas pesquet depuis station spatiale internationale,economy
3014,le refus du gouvernement de publier le rapport sur orpea au nom du secret des affaires est une honte ce scandale confirme qu e macron protegera toujours les interets d une minorite contre l interet general je ferai toute la lumiere sur cette affaire,refus gouvernement publier rapport orpea nom secret affaire honte scandale confirme e macron protegera toujours interets minorite contre interet general ferai toute lumiere cette affaire,economy
3015,etre ici a heninbeaumont c est un hommage a la population de la region chaleureuse courageuse qui a ete abandonnee par les politiques et heninbeaumont c est la demonstration de ce que l on est capable de faire une ville ou il fait bon vivre lafrancedanslesyeux,etre ici a heninbeaumont hommage a population region chaleureuse courageuse a ete abandonnee politiques heninbeaumont demonstration capable faire ville fait bon vivre lafrancedanslesyeux,
3016,je ne suis pas une grande connaisseuse du football mais j ai quelques souvenirs,grande connaisseuse football quelques souvenir,environment
3017,face au virus 1 laver ses mains 2 porter son masque 3 garder ses distances,face virus 1 laver main 2 porter masque 3 garder distance,health
